set I:=
1
2
3
4
5
6
7
8
9
10
;

set J:=
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19	
20	
21	
22	
23	
24	
25	
;	

param f:=	
1	1000
2	1000
3	1000
4	1000
5	1000
6	1000
7	1000
8	1000
9	1000
10	1000
;	

param d:=	
1	21
2	21
3	30
4	28
5	46
6	47
7	29
8	16
9	44
10	48
11	19
12	13
13	21
14	16
15	37
16	12
17	34
18	20
19	43
20	17
21	45
22	32
23	21
24	10
25	27
;		

param h:=		
1	1	125
2	1	107
3	1	28
4	1	119
5	1	105
6	1	48
7	1	92
8	1	60
9	1	111
10	1	55
1	2	129
2	2	73
3	2	127
4	2	118
5	2	127
6	2	132
7	2	78
8	2	104
9	2	66
10	2	75
1	3	82
2	3	52
3	3	50
4	3	134
5	3	67
6	3	52
7	3	38
8	3	84
9	3	56
10	3	55
1	4	103
2	4	61
3	4	155
4	4	185
5	4	113
6	4	150
7	4	76
8	4	163
9	4	52
10	4	130
1	5	94
2	5	86
3	5	10
4	5	146
5	5	73
6	5	17
7	5	70
8	5	88
9	5	92
10	5	72
1	6	26
2	6	34
3	6	86
4	6	188
5	6	22
6	6	72
7	6	28
8	6	141
9	6	43
10	6	111
1	7	44
2	7	79
3	7	72
4	7	205
5	7	25
6	7	52
7	7	67
8	7	150
9	7	88
10	7	127
1	8	50
2	8	11
3	8	106
4	8	180
5	8	56
6	8	97
7	8	25
8	8	141
9	8	15
10	8	108
1	9	145
2	9	91
3	9	119
4	9	88
5	9	138
6	9	128
7	9	91
8	9	78
9	9	86
10	9	53
1	10	119
2	10	64
3	10	135
4	10	139
5	10	121
6	10	136
7	10	73
8	10	123
9	10	55
10	10	92
1	11	25
2	11	37
3	11	83
4	11	189
5	11	19
6	11	69
7	11	30
8	11	141
9	11	46
10	11	111
1	12	168
2	12	126
3	12	100
4	12	47
5	12	154
6	12	117
7	12	118
8	12	20
9	12	124
10	12	31
1	13	140
2	13	85
3	13	126
4	13	102
5	13	136
6	13	133
7	13	87
8	13	91
9	13	78
10	13	65
1	14	135
2	14	79
3	14	129
4	14	112
5	14	132
6	14	135
7	14	84
8	14	101
9	14	72
10	14	73
1	15	35
2	15	22
3	15	88
4	15	181
5	15	34
6	15	76
7	15	18
8	15	135
9	15	31
10	15	104
1	16	47
2	16	18
3	16	111
4	16	187
5	16	55
6	16	101
7	16	31
8	16	148
9	16	21
10	16	115
1	17	124
2	17	114
3	17	20
4	17	135
5	17	103
6	17	40
7	17	98
8	17	76
9	17	120
10	17	72
1	18	150
2	18	96
3	18	168
4	18	149
5	18	153
6	18	170
7	18	107
8	18	145
9	18	87
10	18	117
1	19	79
2	19	73
3	19	25
4	19	154
5	19	58
6	19	18
7	19	57
8	19	98
9	19	80
10	19	77
1	20	43
2	20	71
3	20	66
4	20	197
5	20	22
6	20	46
7	20	59
8	20	142
9	20	80
10	20	118
1	21	55
2	21	41
3	21	57
4	21	161
5	21	40
6	21	48
7	21	25
8	21	111
9	21	49
10	21	82
1	22	40
2	22	24
3	22	112
4	22	194
5	22	51
6	22	101
7	22	35
8	22	153
9	22	29
10	22	121
1	23	111
2	23	111
3	23	15
4	23	155
5	23	90
6	23	24
7	23	94
8	23	96
9	23	117
10	23	88
1	24	156
2	24	105
3	24	182
4	24	165
5	24	161
6	24	183
7	24	117
8	24	162
9	24	95
10	24	134
1	25	59
2	25	55
3	25	46
4	25	163
5	25	40
6	25	35
7	25	39
8	25	110
9	25	63
10	25	85
;		

param c:=		
1	1	149.540143
2	1	119.278843
3	1	33.43149153
4	1	117.6514009
5	1	117.7780879
6	1	57.93187159
7	1	98.7341528
8	1	67.29893768
9	1	132.4286528
10	1	61.08464082
1	2	126.8991475
2	2	88.10374124
3	2	144.4321939
4	2	133.6177493
5	2	139.7765396
6	2	132.2053088
7	2	89.33631459
8	2	108.213866
9	2	69.76404064
10	2	82.27059682
1	3	137.6424162
2	3	79.56022035
3	3	83.738992
4	3	229.006401
5	3	102.3356718
6	3	92.35401143
7	3	59.71475148
8	3	125.6021649
9	3	93.86232461
10	3	90.95848553
1	4	146.3457381
2	4	91.11519141
3	4	239.6074048
4	4	259.2288761
5	4	148.9748042
6	4	205.8390725
7	4	114.2909275
8	4	228.4609996
9	4	74.72261181
10	4	202.6821764
1	5	239.3234768
2	5	198.2421341
3	5	35.28591221
4	5	358.0878486
5	5	190.5799339
6	5	54.42639732
7	5	180.5330444
8	5	196.3280911
9	5	223.1885746
10	5	178.5690365
1	6	67.10639631
2	6	84.14731758
3	6	235.1782665
4	6	428.0261133
5	6	69.70151967
6	6	169.219177
7	6	74.71008337
8	6	309.3969016
9	6	113.7874465
10	6	292.9622327
1	7	70.31259904
2	7	113.2941922
3	7	111.3786365
4	7	288.2380733
5	7	46.71777434
6	7	76.19406944
7	7	109.7876356
8	7	239.8612987
9	7	137.5337035
10	7	180.0433671
1	8	45.55511695
2	8	13.52658635
3	8	80.40563678
4	8	141.03105
5	8	47.96683776
6	8	81.85542047
