set I:=
1
2
3
4
5
6
7
8
9
10
;

set J:=
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19	
20	
21	
22	
23	
24	
25	
;	

param f:=	
1	400
2	400
3	400
4	400
5	400
6	400
7	400
8	400
9	400
10	400
;	

param d:=	
1	48
2	48
3	13
4	43
5	19
6	37
7	38
8	27
9	13
10	10
11	12
12	31
13	24
14	39
15	21
16	32
17	27
18	38
19	45
20	39
21	29
22	21
23	40
24	49
25	39
;		

param h:=		
1	1	57
2	1	53
3	1	60
4	1	162
5	1	121
6	1	93
7	1	109
8	1	119
9	1	153
10	1	65
1	2	123
2	2	143
3	2	167
4	2	93
5	2	76
6	2	85
7	2	61
8	2	70
9	2	78
10	2	115
1	3	121
2	3	56
3	3	31
4	3	151
5	3	176
6	3	113
7	3	138
8	3	170
9	3	150
10	3	85
1	4	109
2	4	63
3	4	45
4	4	173
5	4	170
6	4	121
7	4	144
8	4	166
9	4	169
10	4	90
1	5	31
2	5	71
3	5	86
4	5	165
5	5	95
6	5	89
7	5	99
8	5	95
9	5	154
10	5	70
1	6	115
2	6	58
3	6	64
4	6	65
5	6	139
6	6	60
7	6	82
8	6	131
9	6	65
10	6	56
1	7	28
2	7	81
3	7	106
4	7	125
5	7	40
6	7	52
7	7	46
8	7	37
9	7	111
10	7	57
1	8	72
2	8	129
3	8	155
4	8	143
5	8	9
6	8	87
7	8	67
8	8	16
9	8	128
10	8	103
1	9	118
2	9	99
3	9	117
4	9	29
5	9	109
6	9	51
7	9	52
8	9	100
9	9	13
10	9	77
1	10	97
2	10	149
3	10	174
4	10	145
5	10	32
6	10	101
7	10	77
8	10	35
9	10	130
10	10	121
1	11	132
2	11	74
3	11	77
4	11	59
5	11	153
6	11	74
7	11	94
8	11	144
9	11	64
10	11	73
1	12	89
2	12	60
3	12	79
4	12	57
5	12	101
6	12	23
7	12	43
8	12	93
9	12	48
10	12	39
1	13	110
2	13	101
3	13	122
4	13	43
5	13	95
6	13	47
7	13	40
8	13	86
9	13	27
10	13	76
1	14	50
2	14	93
3	14	118
4	14	114
5	14	29
6	14	50
7	14	34
8	14	21
9	14	99
10	14	66
1	15	107
2	15	151
3	15	177
4	15	134
5	15	44
6	15	99
7	15	73
8	15	43
9	15	118
10	15	123
1	16	62
2	16	99
3	16	124
4	16	108
5	16	30
6	16	50
7	16	29
8	16	21
9	16	93
10	16	71
1	17	88
2	17	92
3	17	116
4	17	66
5	17	71
6	17	34
7	17	17
8	17	62
9	17	51
10	17	65
1	18	75
2	18	135
3	18	160
4	18	152
5	18	15
6	18	95
7	18	75
8	18	24
9	18	136
10	18	110
1	19	150
2	19	106
3	19	114
4	19	27
5	19	155
6	19	84
7	19	95
8	19	146
9	19	39
10	19	96
1	20	93
2	20	33
3	20	44
4	20	83
5	20	126
6	20	49
7	20	74
8	20	118
9	20	79
10	20	34
1	21	123
2	21	125
3	21	147
4	21	59
5	21	93
6	21	68
7	21	52
8	21	84
9	21	44
10	21	99
1	22	35
2	22	88
3	22	104
4	22	177
5	22	92
6	22	101
7	22	106
8	22	93
9	22	165
10	22	84
1	23	83
2	23	30
3	23	21
4	23	143
5	23	141
6	23	88
7	23	111
8	23	136
9	23	137
10	23	57
1	24	84
2	24	25
3	24	40
4	24	89
5	24	120
6	24	46
7	24	71
8	24	112
9	24	84
10	24	27
1	25	48
2	25	91
3	25	116
4	25	114
5	25	31
6	25	48
7	25	33
8	25	23
9	25	99
10	25	64
;		

param c:=		
1	1	141.5649704
2	1	149.4621119
3	1	162.8451184
4	1	429.4697115
5	1	315.3122662
6	1	234.2839507
7	1	268.2664464
8	1	311.078633
9	1	384.9910884
10	1	155.1382834
1	2	324.1356127
2	2	333.8314591
3	2	377.1284822
4	2	222.7629495
5	2	177.724403
6	2	196.4431226
7	2	148.1974628
